FSCB,Tourette syndrome 
AP1S1,MEDNIK syndrome
MEIS2,"Orofacial clefting & delayed motor development|Heart defect, cleft palate & intellectual disability|Cleft palate & cardiac septum "
DCTD,Reduced activity
TWIST2,Ablepharon macrostomia|Barber-Say syndrome|Setleis syndrome
CDKL5,"Precocious puberty|Myoclonic encephalopathy|Mental retardation, X-linked|Mental retardation and epilepsy|Mental disability, hypotonia, and intractable epilepsy|Lennox-Gastaut syndrome|Infantile spasms|Infantile spasm syndrome, X-linked|Rett syndrome|Rett syndrome, atypical|West syndrome.|West syndrome|Seizures, early-onset|Seizures, dysmorphism and neurologic & cardiac abnormalities|Seizures |Rett syndrome, variant, with infantile spasms.|Rett syndrome, variant, with infantile spasms|Rett syndrome, Hanefeld variant|Epileptic seizures, early-onset|Epileptic encephalopathy, early-onset|Encephalopathy with refractory epilepsy|Encephalopathy with early epilepsy|Encephalopathy|CDKL5 disorder.|CDKL5 disorder|Autistic behaviour, developmental delay, language impairment & hyperactivity|Autism spectrum disorder|Angelman syndrome|Encephalopathy, epileptic|Epilepsy and psychomotor retardation|Epilepsy with cognitive impairment / autism spectrum disorder|Epilepsy, early-onset|Epilepsy, early-onset.|Epileptic encephalopathy  |Epileptic encephalopathy with hypermotor-tonic-spasms|Epileptic encephalopathy, early infantile|Epileptic encephalopathy, early onset|Epileptic encephalopathy, early onset / Infantile spasms"
HACE1,"Intellectual disability, hypotonia, dystonia and spasticity.|Wilms tumour "
p2rx5e10,Altered splicing  
BTRC,"Split hand/foot malformation 3|Hepatocellular carcinoma, reduced risk, association with"
C2orf71,"Retinitis pigmentosa, cone-rod dystrophy type|Retinitis pigmentosa, autosomal recessive.|Retinitis pigmentosa, autosomal recessive|Retinitis pigmentosa|Leber congenital amaurosis ?|Cone/cone-rod dystrophy|Usher syndrome, atypical"
RBM10,"Talipes equinovarus, atrial septal defect, Robin sequence, and persistent left superior vena cava syndrome|Intellectual disability, X-linked"
SERPINB6,"Hearing loss, non-syndromic, autosomal recessive"
ALX1,"Microphthalmia with facial clefting|Mental retardation, language delay & microcephaly |Autism spectrum disorder"
LIN28B,"Epithelial ovarian cancer, reduced risk, association|Epithelial ovarian cancer, increased risk, association "
HDC,Tourette syndrome
wwoxtv2,Cancer 
CDKN1A,"Systemic lupus erythematosus, increased risk, association with|Squamous cell carcinoma of the head and neck, association with|Retinoblastoma, increased risk|Parkinson disease with dementia, association with|Parathyroid adenoma |Oesophageal cancer, association with|Multiple endocrine neoplasia 1|Lung cancer, association with|Cervical squamous cell carinoma, association with|Acute myeloid leukaemia, association with.|Altered activity|Alzheimer disease, association with|ATM-p53-p21 pathway defect, type C, association with|Breast cancer, association with|Cancer, association with|Cervical cancer, reduced risk"
IQSEC2,"Schizophrenia  |Rett syndrome features|Potential protein deficiency|Partial seizures with intellectual / developmental disabilities|Lennox-Gastaut syndrome |Intellectual disability, severe syndromic|Intellectual disability, nonsyndromic|Corpus callosum dysgenesis|Developmental delay, intellectual disability, seizures and dysmorphic features|Infantile spasms|Intellectual disability  |Intellectual disability & seizures"
SETBP1,"Schinzel-Giedion-like syndrome|Schinzel-Giedion syndrome|Mental retardation & expressive speech impairment|Intellectual disability, nonsyndromic|Intellectual disability  |Expressive speech delay|Expressive language delay, hypotonia, short stature & behavioural problems|Developmental delay  |Autism"
SHANK2,"Schizophrenia  |Mental retardation, speech / developmental delay & facial features|Mental retardation |Intellectual disability and language impairment|Developmental delay, hyperactivity and microcephaly|Autism spectrum disorder |Autism"
CCR6,"Rheumatoid arthritis, association with"
ANGPT1,"Stroke, reduced risk, association with"
GPT,Glutamic-pyruvate transaminase deficiency
MAD2L1,"Reduced expression|Lung cancer, association with"
MAD1L1,"Lung cancer, association with"
KLF5,"Hypertension, association with"
ACSL4,"Schizophrenia|Mental retardation, X-linked|Intellectual disability  "
CDKN1B,"Parathyroid adenoma  |Pituitary adenoma|Pituitary adenoma & pancreatic neoplasm|Pituitary and parathyroid tumours|Premature ovarian failure |Prostate cancer, increased risk, association with|Prostate cancer, reduced risk, association with|Systemic lupus erythematosus, in Asians, association with.|Thyroid cancer, association with|Overgrowth and neurodevelopmental delay|Myocardial infarction, increased risk, association|Myeloproliferative syndrome|Acute lymphoblastic leukaemia|Colorectal cancer |Endometrial cancer, increased risk|Endometriosis, association with|Favourable disease progression in sporadic MTC, association|Hyperparathyroidism, primary|Increased promoter activity|Multiple endocrine neoplasia|Multiple endocrine neoplasia, type 1, modifier of"
GPR33,Null allele 
TINAG,"Chronic renal failure, childhood-onset"
HPSE2,Vesicoureteric reflux|Urofacial syndrome
SPTAN1,"West syndrome & cerebral hypomyelination|Spastic paraplegia  |Microcephaly, intellectual disability, seizures, hearing and vision loss, corpus callosum agenesis and cerebellar hypoplasia|Intellectual disability, hypotonia, speech impairment & dysmorphic features|Intellectual disability, hypotonia & speech impairment|Intellectual disability  |Epilepsy, generalised, and pontocerebellar atrophy|Autism spectrum disorder"
KCNJ5,"Long QT syndrome|Hyperaldosteronism, type III|Hyperaldosteronism & early-onset hypertension|Andersen-Tawil syndrome|Altered channel function|Aldosteronism, early-onset|Aldosteronism with bilateral adrenal hyperplasia"
TAB2,"Congenital heart defects  |Congenital heart defect, underdeveloped cerebellar vermis, abnormal cutaneous elasticity & joint laxity|Congenital heart defect  "
VANGL2,Neural tube defects 
TRPA1,"Episodic pain syndrome|Paradoxical heat sensation, association with "
TTC37,"Fatigue, failure to thrive & diarrhoea|Inflammatory bowel disease  |Trichohepatoenteric syndrome"
SLC6A12,"Asthma, aspirin-intolerant, association with "
CDKN1C,"Silver-Russell syndrome|Intrauterine growth restriction, short stature & early-onset diabetes|IMAGE syndrome|Beckwith-Wiedemann syndrome with genital anomalies|Beckwith-Wiedemann syndrome with cleft palate, sensorineural hearing loss & supernumerary flexion creases|Beckwith-Wiedemann syndrome"
IFT122,Cranioectodermal dysplasia and recurrent pregnancy loss|Cranioectodermal dysplasia
LGALS13,"Preterm labour, association with"
NCS1,Autism
COMMD1,Elevated urinary copper 
SHFM1,"Split-hand/split-foot malformation|Squamous cell carcinoma, increased risk, association"
UTRN,Schizophrenia|Arthrogryposis 
GAS1,Holoprosencephaly|Holoprosencephaly-like phenotype 
SOHLH1,"Azoospermia, non-obstructive|Hypergonadotropic hypogonadism, nonsyndromic|Primary ovarian insufficiency"
HVCN1,Altered enzyme activity
CDKN2A,"Melanoma/Pancreatic cancer|Multiple primary melanomas|Oesophageal tumours|Orolaryngeal carcinoma|Pancreatic cancer |Pancreatic cancer and melanoma|Reduced mRNA translation efficiency|Renal cancer|Sarcoma|Squamous cell carcinoma, head and neck|Melanoma.|Melanoma, increased risk, association with|Acute lymphoblastic leukaemia, increased risk|Breast cancer.|Cancer of the  lip, mouth and pharynx|Childhood acute lymphoblastic leukaemia, increased risk|Familial atypical multiple mole melanoma syndrome|Melanoma|Melanoma / nervous system tumours|Melanoma & atypical multiple mole syndrome|Melanoma-pancreatic cancer syndrome|Melanoma, deafness and DNA repair deficiency"
AP5Z1,Spastic paraplegia 48
GFI1B,Haematological disease |Grey platelet syndrome |Bleeding disorder
UTF1,Altered function
ttc8r,"Leber congenital amaurosis|Retinitis pigmentosa, autosomal recessive|Retinitis pigmentosa, nonsyndromic"
lhcgr6a,"Leydig cell hypoplasia II|Pseudohermaphroditism, male"
KLHL9,"Myopathy, distal, early-onset"
SP7,"Osteogenesis imperfecta, recessive"
SIAE,"Reduced catalytic activity |Primary biliary cirrhosis.|Primary biliary cirrhosis|Potential protein deficiency|Autoimmune disease predisposition, association with|Autoimmune disease|Altered acetylcarnitine metabolism"
ARVCF,"Schizophrenia, association with  "
tpm5b,"Metabolic syndrome, association with"
CDKN2B,"Renal cell carcinoma.|Renal cell carcinoma|Renal cancer|Reduced expression|Parathyroid adenoma |Pancreatic cancer, increased risk, association with|Multiple endocrine neoplasia 1|Melanoma|Increased expression|Glaucoma, primary open angle|Coronary artery disease, association with"
LOC643714,"Breast cancer, increased risk, association with"
C12orf65,"Spastic paraplegia with optic atrophy & neuropathy|Optic atrophy & Leigh-like syndrome|Muscle and central nervous system defects with lactic acidosis, optic atrophy, and mtDNA depletion|Leigh syndrome.|Leigh syndrome, optic atrophy & ophthalmoplegia|Intellectual disability  |Hypergonadotrophic hypogonadism and corpus callosum hypoplasia|Behr's syndrome|Axonal neuropathy and optic atrophy"
CEP152,Intellectual disability and hypoplasia of corpus callosum|Primary microcephaly|Seckel syndrome
YARS2,"MLASA syndrome|Muscle defects with lactic acidosis, exercise intolerance, and sideroblastic anaemia.."
GPSM2,"Chudley-McCullough syndrome|Hearing loss, non-syndromic|Hearing loss."
SULF1,Hyperinsulinism|Mesomelia-synostoses syndrome
C1R,Complement C1r deficiency
DLGAP2,Autism spectrum disorder
SLC16A3,Autism spectrum disorder  
DDX53,Autism spectrum disorder  
CDSN,"Reduced protease sensitivity|Psoriasis, susceptibility, association with|Peeling skin disease|Hypotrichosis simplex of the scalp"
PTCHD1,"Isolated motor delay|Intellectual disability/Autism spectrum disorder|Intellectual disability, X-linked|Intellectual disability|Global development delay/Intellectual disability|Global development delay/Autism spectrum disorder|Global development delay|Frontal lissencephalic cortical dysplasia, seizures|Autism spectrum disorder, reduced risk|Autism spectrum disorder, association with|Autism spectrum disorder"
AGBL4,"Autism spectrum disorder, association with"
HNRNPU,"Thin corpus callosum, psychomotor delay & seizures|Speech delay, seizures & CNS anomalies|Seizures |Preaxial polydactyly|Lennox-Gastaut syndrome |Intellectual disability, epilepsy, panhypopituitarism, hypertension & other anomalies|Intellectual disability & seizures|Developmental delay and intellectual disability|Epileptic encephalopathy  |Fever-associated epilepsy|Infantile spasms|Intellectual disability  "
TRBV9,Reduced T cell receptor binding affinity
FGFBP1,"Bone mineral density, association with  |Bladder cancer  "
ADH7,"Reduced catalytic efficiency|Squamous cell carcinoma of the head and neck, reduced risk, assoc|Upper aerodigestive tract cancer, increased risk"
KIF17,Schizophrenia   
TNFSF10,"Breast cancer, association with|Potential protein deficiency"
FCER2,Altered transcriptional activity
PRSS8,Hypertension 
CEBPA,Acute myeloid leukaemia
GPR55,"Anorexia nervosa, association with"
TBX2,"Ventricular septal defect|Microcephaly, thyroid duct cyst, hearing loss & pulm hypertension|Hernia, indirect inguinal|Complex heart defect & skeletal abnormalities "
MAP2K4,"Acute myeloid leukaemia, reduced risk, association with|Cervical cancer, reduced risk, association with.|Colorectal cancer, reduced risk, association with|Prostate cancer, decreased risk"
SRD5A3,Kahrizi syndrome|Congenital disorder of glycosylation  |Cerebellar ataxia & congenital eye malformations
KIAA0226,"Autism spectrum disorder|Ataxia, recessive"
MMEL1,"Primary biliary cirrhosis, association with|Multiple sclerosis, protection, association with"
NBAS,"Short stature, optic atrophy and Pelger-Hu�t anomaly|Liver failure, infant-onset"
FMN1,"Autism spectrum disorder|Oligosyndactyly, radioulnar synostosis, hearing loss, renal defect"
GREM1,"Colorectal cancer |Colorectal cancer, increased risk, association with|Mixed polyposis syndrome|Oligosyndactyly of the hands, Cenani-Lenz-like"
CD320,"Neural tube defect, increased risk, association with|Methylmalonic aciduria|Hyperhomocysteinaemia."
CEBPE,Neutrophil-specific granule deficiency
MIR126,Reduced expression
S1PR1,"Impaired S1P-induced endocytosis |Impaired S1P binding|Coronary artery disease, protection, association with|Asthma, severe, in African Americans, association with|Asthma, in European Americans, association with"
CSNK2A3,"Lung cancer, association with"
ATP5E,Mitochondrial ATP synthase deficiency
PSMD7,"Ankylosing spondylitis, association with"
MCF2L2,"Diabetic nephropathy, association with  "
IL19,"Vitiligo, association with"
APOL1,"Kidney disease, association with|Nephrotic syndrome, steroid resistant|Potential protein deficiency|Resistance to Trypanosoma brucei rhodesiense parasite, association with|Sickle cell disease nephropathy, association with|Increased triglyceride, apoC-III, and apoE levels, in non-obese cases, association with.|Increased triglyceride levels, in endogenous hypertriglyceridaemic subjects, association with|Cardiovascular disease, increased risk|Chronic kidney disease, post-transplant|Collapsing glomerulopathy, in systemic lupus erythematosus, association with.|End stage kidney disease risk, association with|Focal segmental glomerulosclerosis, association with"
OXTR,"Sociobehavioural deficits, association with|Social recognition skills, association with|Reduced function   |Autism spectrum disorder, increased risk|Autism spectrum disorder"
dnmt3bdel,"Reduced expression, association with|Colorectal cancer, reduced risk, association with"
CEL,"DC-SIGN binding capacity, association with|Diabetes & pancreatic exocrine dysfunction|Diabetes, MODY|Diabetes, MODY / hypercholesterolaemia|Diabetes, MODY.|HIV-1 disease progression, association with|LDL cholesterol levels, association with|Pancreatitis, chronic, susceptibility to"
PVRL4,Ectodermal dysplasia-syndactyly syndrome
PDE6G,"Retinitis pigmentosa, early-onset|Retinitis pigmentosa"
HDAC4,"Brachydactyly type E & short stature|Brachydactyly type E|Brachydactyly mental retardation syndrome & hyperoxaluria, type 1|Brachydactyly mental retardation syndrome|Autism spectrum disorder|Anorexia nervosa/bulimia nervosa"
IMPG2,"Retinitis pigmentosa, autosomal recessive|Retinitis pigmentosa|Potential protein deficiency|Macular dystrophy, vitelliform"
NFIX,Sotos-like syndrome|Sotos syndrome 2|Marshall-Smith syndrome|Macrocephaly & intellectual disability|Intellectual disability/developmental delay|Cayler syndrome
MIR27A,"Renal cell cancer risk, association with|Gastric cancer, decreased risk, association with|Gastric cancer, association with |Cancer, reduced risk|Cancer, decreased risk in whites|Breast/ovarian cancer in BRCA2 carriers, reduced risk"
SORT1,"Sortilin deficiency|Myocardial infarction, association with|LDL-cholesterol levels, association with|Hypercholesterolaemia"
WDR13,"Intellectual disability, X-linked"
FAAH2,"Neurologic & psychiatric disorders|Intellectual disability, X-linked|Autism spectrum disorder"
GSPT2,"Intellectual disability, X-linked"
CENPJ,Primary microcephaly|Seckel syndrome
GPBAR1,Altered activity|Primary sclerosing cholangitis 
RPS15,Diamond-Blackfan anaemia 
RPS27A,Diamond-Blackfan anaemia 
RAET1L,"Diabetic nephropathy, association with "
PLXND1,"Truncus arteriosus|Moebius syndrome|Diabetic nephropathy, association with "
COG6,Hypohidrosis & intellectual disability|Congenital disorder of glycosylation 2l|Congenital disorder of glycosylation  |CDG with immunodeficiency & inflammatory bowel disease
RPL36,Diamond-Blackfan anaemia 
LRSAM1,"Neuropathy, axonal|Charcot-Marie-Tooth disease, axonal |Cerebellar ataxia  "
KMT2D,Schizophrenia|Kabuki syndrome with spinal ependymoma|Kabuki syndrome with hypoglycaemia|Kabuki syndrome|Congenital heart disease |Autism spectrum disorder
WDR62,"Polymicrogyria  |Microcephaly, primary autosomal recessive 2|Microcephaly, primary|Microcephaly, infantile spasms, astigmatism, psychomotor delay & feeding difficulties|Microcephaly, developmental delay & diabetes|Microcephaly epilepsy syndrome|Microcephaly and intellectual disability|Microcephaly and cortical abnormalities|Intellectual disability, seizures, tetraparesis & microcephaly|Brain malformations, severe"
CEP290,"Potential protein deficiency|Protective effect against KCTD13 CNVs|Retinal dystrophy |Retinitis pigmentosa|Retinitis pigmentosa with muscle weakness|Retinitis pigmentosa with muscle weakness ?|Retinitis pigmentosa, autosomal recessive|Schizophrenia|Senior-Loken syndrome|Pigmentary retinopathy, progressive|Nephronophthisis-related ciliopathy|Meckel-Gruber syndrome|Bardet-Biedl syndrome|Intellectual disability  |Joubert syndrome|Joubert syndrome, Senior-Loken type|Joubert syndrome.|Leber congenital amaurosis|Leber congenital amaurosis.|Meckel Gruber syndrome|Meckel syndrome"
LHX1,Mayer-Rokitansky-K�ster-Hauser syndrome |Mullerian aplasia
TNFRSF13C,"Good's syndrome|Immunodeficiency, common variable|Immunodeficiency, common variable.|Lymphoma, increased risk  |Sj�gren's syndrome, association with."
PTPN14,Choanal atresia/lymphedema syndrome
RP1L1,"Retinitis pigmentosa|Potential protein deficiency|Macular dystrophy, occult, with bilateral chronic subfoveal serous retinal detachment|Macular dystrophy, occult|Cone dystrophy, autosomal recessive"
WDR35,Cranioectodermal dysplasia|Cranioectodermal dysplasia with respiratory motile cilia dysfunction|Ellis-van Creveld syndrome|Sensenbrenner syndrome|Short rib-polydactyly syndrome  
ABHD12,"Usher syndrome 3|Schizophrenia|Retinitis pigmentosa|Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa & cataract"
ZNF513,"Retinitis pigmentosa, autosomal recessive"
HOGA1,"Complex I deficiency|Hyperoxaluria|Hyperoxaluria, primary type III"
FAM161A,"Retinitis pigmentosa, autosomal recessive|Retinitis pigmentosa|Retinal dystrophy |Retinal degeneration"
AAAS,Adrenal insufficiency  |Axonal neuropathy|Triple A syndrome|Triple-A syndrome|Triple-A syndrome with type I Chiari malformation & spinal cord abnormalities
ACSM3,"Reduced promoter activity|Potential protein deficiency|Increased plasma triglyceride levels, association with|Hypertension, association with"
CERKL,"Retinitis pigmentosa|Retinal dystrophy |Retinal degeneration, pericentral|Retinal degeneration|Progressive vision loss & abnormal constructed visual field|Decreased vision, field loss & night blindness|Cone/cone-rod dystrophy|Cone-rod dystrophy"
HAND2,Congenital heart disease |Tetralogy of Fallot
TBC1D24,"Hypotonia, early-onset epileptic encephalopathy, and severe developmental delay.|Malignant migrating partial seizures in infancy|Myoclonic epilepsy, infantile |Myoclonic epilepsy, infantile with intellectual disability|Neurodegeneration, severe|Potential protein deficiency|Hypotonia, early-onset epileptic encephalopathy, and developmental delay|Hearing loss, non-syndromic|Cortical myoclonus with cerebellar ataxia|Deafness, nonsyndromic  |Deafness, onychodystrophy, osteodystrophy, mental retardation, and seizures syndrome|Epilepsy with cognitive impairment / autism spectrum disorder|Epilepsy, progressive myoclonus|Focal epilepsy, dysarthria & intellectual disability"
OCLN,"Microcephaly with band-like calcification & polymicrogyria|Global developmental delay, primary microcephaly, and intracranial calcification|Band-like calcification, simplified gyration & polymicrogyria|Band-like calcification and chronic kidney disease"
KCNJ18,"Hypokalaemic periodic paralysis|Hypokalaemic periodic paralysis, sporadic|Thyrotoxic hypokalaemic periodic paralysis"
RFX6,"Prostate cancer, susceptibility to |Mitchell-Riley syndrome with childhood-onset diabetes mellitus|Diabetes, non-autoimmune, early-onset|Diabetes, neonatal, with intestinal atresia"
gcktv3,"Diabetes, NIDDM, association with "
igf2tv2,"Ovarian cancer, relapse, increased risk|Invasive epithelial ovarian cancer, reduced risk|Increased BMI in adult males, association with"
KCNS1,"Increased chronic pain, association with|Autism"
MUC6,"Schizophrenia|Potential protein deficiency|Gastric cancer, association with  "
dysftv11,Dysferlinopathy
CETP,"Lower HDL cholesterol level|Macular degeneration, age-related, increased risk|Metabolic syndrome features, association with|Myocardial infarction, association with.|Polypoidal choroidal vasculopathy, association with.|Reduced activity|Reduced cognitive decline, beyond age 65, association with.|Reduced longevity, in asians, association with.|Reduced promoter activity|Slower memory decline and  lower dementia risk, association with|Variable apolipoprotein A-I response to change in diet, association with|Low HDL cholesterol|Increased HDL-C levels in males|Hypercholesterolaemia ?|Altered CETP activity |Alzheimer's disease, increased risk, association with|Cardiovascular disease in type 2 diabetes, association with|Cholesterol ester transfer protein deficiency|Cognitive decline, reduced rate, association with|Decreased CETP concentration|Exceptional longevity|High-density lipoprotein levels, association with|Higher HDL cholesterol level|Higher HDL cholesterol level, association with|Hyperalphalipoproteinaemia"
NRG3,"Schizophrenia, association with |Infantile spasms|Increased ventrolateral PFC activation|Hirschsprung disease  "
ATRNL1,"Cognitive impairment, autism & dysmorphic features "
ZNF592,CAMOS
PPP2R2C,Intellectual disability
NUBPL,"Progressive nystagmus, cerebellar ataxia, pyramidal signs & slurred speech|Exercise intolerance|Complex I deficiency"
FOXRED1,"Complex I deficiency|Mitochondrial encephalopathy, infantile-onset|Schizophrenia"
SDCCAG8,Senior-Loken syndrome|Retinal-renal ciliopathy|Nephronophthisis-related ciliopathy|Bardet-Biedl syndrome
PIGV,Hyperphosphatasia mental retardation syndrome 
PLCB1,"Wolff-Parkinson-White syndrome|Schizophrenia  |Malignant migrating partial seizures in infancy|Intellectual disability, seizures, encephalopathy|Epileptic encephalopathy, severe infantile|Epileptic encephalopathy, early onset|Epilepsy  |Atrioventricular septal defects"
CFB,"Non-atheromatous arterial stenoses in aHUS|Macular degeneration, risk, association with|Macular degeneration, age-related, protection against, association with|Haemolytic uraemic syndrome, atypical|Glomerulonephritis C3|Factor B deficiency|C3 glomerulonephritis|Altered binding affinity"
MBD3,Autism 
HDX,"Premature ovarian failure |Mental retardation, X-linked"
FRMPD4,"Mental retardation, X-linked|Intellectual disability  "
REPS2,"Mental retardation, X-linked"
KARS,"Visual loss, progressive microcephaly, developmental delay, seizures, and abnormal subcortical white matter|Prion disease, modifier of|Peripheral neuropathy  |Hearing impairment, nonsyndromic, autosomal recessive|Development delay, hypotonia & ophthalmoplegia|Charcot-Marie-Tooth disease"
SEPSECS,"Progressive encephalopathy with elevated lactate|Progressive cerebello-cerebral atrophy|Pontocerebellar hypoplasia, type 2D|Neurodegenrative disease, ataxia, nystagmus, dysarthria, diplegia, limb weakness, hypertonic lower limbs and upgoing plantar"
BMPER,Diaphanospondylodysostosis
SPTLC2,Peripheral neuropathy  |Sensory and autonomic neuropathy type I |Sensory and autonomic neuropathy type I with malignant hyperthermia susceptibility
SCARF2,Van Den Ende-Gupta syndrome
WDR11,"Hypogonadotropic hypogonadism|Hypogonadotropic hypogonadism & Kallmann syndrome |Kallmann syndrome|Pituitary hormone deficiency, combined"
CFC1,Transposition of the great arteries|Left-right laterality defect|Heterotaxy  |Dextro-looped TGA|Congenital heart defects 
MIR182,"Late insomnia in major depression, association with"
TAF1C,"Schizophrenia|Autism, association with "
EIF3H,"Colorectal cancer, increased risk, association with"
CDH13,"Amyotrophic lateral sclerosis|Cardiometabolic traits, association with|Higher adiponectin levels|Nicotine dependence risk, association with"
SIRT1,"Ventricular septal defect|Reduced nutrient-withdrawal activation|Parkinson disease  |Myocardial infarction  |Mortality, association with.|Indirect inguinal hernia, association with|Indirect inguinal hernia|Increased expression  |Diabetes, type 1"
TAS2R19,"Quinine taste sensitivity, association with"
KCNK18,"Migraine, without aura|Migraine, with and without aura|Migraine with aura|Migraine"
IDH2,"D-2-hydroxyglutaric aciduria, type II"
COX4I1,Reduced activity|Schizophrenia
COX7A1,Reduced activity
CFD,Dense deposit disease |Factor D deficiency
NEBL,"Cardiomyopathy, dilated & endocardial fibroelastosis|Cardiomyopathy, dilated"
CHUK,Bartsocas-Papas syndrome|Fetal encasement malformation
ATG7,"Parkinson disease  |Earlier onset in Huntington disease, association with "
LPP,"Tetralogy of Fallot & VACTERL association|Tetralogy of Fallot|Celiac disease, reduced risk"
TRAF3IP2,"Mucocutaneous candidiasis|Psoriasis susceptibility, association with|Psoriasis vulgaris, susceptibility to, assoc with"
MS4A1,CD20 deficiency
BEAN1,Spinocerebellar ataxia 31
SH3GL1,Adolescent idiopathic scoliosis 
ank1tv10,Spherocytosis
CFH,"Macular degeneration, age-related|Macular degeneration, age-related, association with|Macular degeneration, age-related, protection against|Macular degeneration, exudative age-related, association with|Membranoproliferative glomerulonephritis|Membranoproliferative glomerulonephritis, association|Macular degeneration, age related, association with |Macular degeneration, age related|Macular degeneration  |Lung cancer, increased risk|Kidney function, association with|Inflammation, visual impairment, and cardiovascular mortality, association with|IgA nephropathy |Hypertension and blood pressure, association with.|Membranoproliferative glomerulonephritis, association with|Meningococcal disease, lower risk, association with|Mortality, increased risk in nonagenarians, association with|Thrombotic thrombocytopaenic purpura, renal involvement|Thrombotic microangiopathy, ticlopidine-associated|Thrombotic microangiopathy, in atypical haemolytic uraemic syndrome ?|Thrombotic microangiopathy following transplantation|Thrombotic microangiopathy following kidney transplantation|Stargardt macular dystrophy|Stargardt disease |Reduced retinal sensitivity in macular region, in early age-related macular degeneration patients, association with.|Polypoidal choroidal vasculopathy, association with.|Polypoidal choroidal vasculopathy, association with|Polypoidal choroidal vasculopathy, and neovascular age-related macular degeneration, association with.|Polypoidal choroidal vasculopathy|No association with atypical hemolytic uraemic syndrome|Nephrotic syndrome, steroid resistant|Hemolysis, elevated liver enzymes & low platelet count|Haemolytic uraemic syndrome, Streptococcus pneumoniae-associated|Dense deposit disease, increased risk|Dense deposit disease, association with|Dense deposit disease |Cuticular drusen|Coronary artery disease, early-onset, association with|C3 glomerulonephritis.|C3 glomerulonephritis|Bilateral soft drusen, in age-related maculopathy, association|AMD, tAMD, PCV and RAP, association with|AMD, tAMD, and PCV, association with|AMD in Asians, association with|Alzheimer disease, association with|Age-related macular degeneration, exudative, association with|Age-related macular degeneration|Dense deposit disease.|Drusen, basal laminar|Event-free survival, in follicular lymphoma, association with.|Haemolytic uraemic syndrome, reduced susceptibility|Haemolytic uraemic syndrome, atypical.|Haemolytic uraemic syndrome, atypical ?|Haemolytic uraemic syndrome, atypical|Haemolytic uraemic syndrome, association with |Haemolytic uraemic syndrome with skin lesions|Haemolytic uraemic syndrome|Glomerulonephritis, crescentic and necrotizing|Factor H deficiency|Focal and secondary glomerulosclerosis|Focal segmental glomerulosclerosis.|Glomerulonephritis |Glomerulonephritis with isolated C3 deposits|Glomerulonephritis with isolated C3 deposits / Membranoproliferative glomerulonephritis"
HLX,"Asthma, association with|Diaphragmatic hernia, congenital "
NUDC,Instability of lissencephaly protein 1
SOBP,Intellectual disability
MYLK,"Thoracic aortic aneurysm and dissections ?|Marfan syndrome with aortopathy|Inflammatory lung disease, association with|Asthma, severe, association with|Asthma, association with|Aortic dissections|Acute lung injury, in major trauma, association with|Abdominal aortic aneurysm "
CA12,Hyperchlorhidrosis|Hyponatremia due to isolated salt wasting in sweat
FLVCR1,Posterior column ataxia & retinitis pigmentosa|Retinitis pigmentosa
MTPAP,Spastic ataxia  
MED17,"Nystagmus, sudden opistotonic posturing, developmental delay and marked choreiform movements with hypotonia|Cerebral & cerebellar atrophy"
MASP1,"3MC syndrome|3MC syndrome 1|Facial, umbilical, coccygeal & auditory anomalies|Haemolytic uraemic syndrome, atypical"
ACBD5,Cone-rod dystrophy|Thrombocytopaenia  
CFHR5,"Nephropathy |Membranoproliferative glomerulonephritis, association with|Macular degeneration, age related, protection against |Haemolytic uraemic syndrome, susceptibility to|Haemolytic uraemic syndrome, atypical.|Haemolytic uraemic syndrome, atypical|Glomerulopathy, C3|Chronic kidney disease after streptococcal infection|Dense deposit disease, reduced risk|Dense deposit disease.|Factor H-related protein deficiency|Glomerulonephritis C3"
RAB29,"Parkinson disease, reduced risk, association with|Parkinson disease, idiopathic "
SLC41A1,Nephrolithiasis-like phenotype|Parkinson disease
ATP8A2,"Microcephaly, developmental delay, hypotonia & seizures|Mental retardation |Cerebellar ataxia, mental retardation and dysequilibrium syndrome"
CEP68,"Asthma, aspirin-intolerant, association with  |Acute urticaria/angioedema, NSAID induced, reduced risk"
DYNC1H1,"Spinal muscular atrophy.|Spinal muscular atrophy, lower extremity predominant|Spinal muscular atrophy  |Spastic paraplegia, complicated|Peripheral neuropathy  |Motor neuron disease  |Mental retardation, autosomal dominant 13|Mental retardation  |Malformations of cortical development|Cerebral palsy  |Charcot-Marie-Tooth disease 2  |Charcot-Marie-Tooth disease, axonal |Hereditary motor & sensory neuropathy, axonal|Intellectual disability with neuronal migration defects|Malformation of cortical development"
YY1,Mental retardation  
DEAF1,"White matter disease, intellectual disability & microcephaly|Potential protein deficiency|Mental retardation  |Intellectual disability, nonsyndromic|Intellectual disability, autism, epilepsy & dyskinesia|Intellectual disability with severe speech impairment & behavioural problems|Intellectual disability  "
CIC,"Schizophrenia|Mental retardation  |Intellectual disability, nonsyndromic"
TGM6,Acute myeloid leukaemia|Cerebellar ataxia  |Progressive supranuclear palsy |Spastic paraplegia and ataxia|Spinocerebellar ataxia
